Country,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.734134249,4.632614429,2.649101957,2.959502296,1.457893221,0.479727353,-0.157791208,1.982485589,1.733669098,0.736702854,-6.350005219,6.932378468,3.73089283
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.32942856,5.956047328,4.858598468,3.102884927,4.471960099,2.763219267,3.382977065,-3.057648763,-0.690256533,23.51379251,31.91448862,5.291442152,-17.49119431
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.235869013,-1.097409035,3.660830129,0.407217372,1.778327458,0.712416873,5.308460698,3.141797002,1.685163324,1.019871154,-3.178707926,4.325339832,3.873350091
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.803490183,6.818276144,0.823102718,0.312307909,2.01870046,1.171888256,6.571000501,3.322432544,0.24122796,0.706483434,0.488645323,-2.667506175,
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.468773957,5.110243931,5.467978598,6.033785551,6.938621363,7.336072152,7.68224076,6.527009336,6.334238373,3.940144628,-4.661486412,8.267933073,6.470528617
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.935816928,4.203106289,2.715277348,5.062553647,4.863760373,2.872433888,1.273191586,2.442233487,2.647860495,2.591865886,-2.004434518,4.173503227,3.567718709
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.32322471,-0.294354409,6.610119746,3.843801322,3.322944401,-0.755621967,-6.764439215,-4.706998863,-0.870967879,0.110394085,-7.678331177,-1.026540155,2.480951736
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.971132751,-2.046633895,4.216677115,2.429930964,3.090328031,0.967703108,1.117425949,2.23783868,2.624828318,1.588012807,-8.817878767,4.405362003,2.521761449
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.427104323,11.20011058,4.788492711,8.485816997,4.939715161,6.084486904,3.323084208,7.501997489,2.979885258,0.783610198,1.940032245,11.35349641,5.56586004
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.222222222,6.818181818,-2.127659574,4.347826087,0,10.41666667,5.660377358,2.448477986,1.387250737,13.82198443,-4.274831675,1.804062387,0.677334628
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.336523427,7.672155435,4.50015356,6.781585601,6.732461868,6.160628774,6.867116196,6.77290597,5.457582904,5.8,1.991964606,4.321384295,4.558027339
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.637611638,9.391655493,3.837455606,3.586905826,5.106307324,5.187859862,4.781000291,3.131405518,6.303923781,6.438745034,2.951306422,3.536580341,4.650133712
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.092004367,5.44528081,0.152314967,0.045439094,-10.07889498,-9.772987213,2.440981945,2.359972281,3.48836234,3.199503864,-3.7528041,3.445625583,-29.1
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.330492447,6.898088326,5.92657545,5.57698736,4.732017781,4.33198893,4.269692154,5.224177041,4.952909683,4.13071773,-0.645329946,7.521563448,3.095241392
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.803409651,5.162133025,3.538178721,4.637538629,3.23879123,0.370741258,1.689798159,1.740376493,0.156000001,0.744431645,-6.262976819,5.276558867,4.921874463
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.708856694,1.54989495,2.280687603,1.841875395,2.287775933,2.706369582,1.667472076,2.241921216,2.945384831,2.294439078,-2.767802511,5.945484761,2.061593119
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.597167961,7.525139894,7.102444887,7.29655037,6.873838441,7.218773508,5.9321508,4.395274633,5.879742873,5.981561944,1.995585078,7.403368136,5.668817055
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.470467935,-0.606276651,1.169112184,2.462484172,1.145756108,2.785222668,4.149565316,1.548128546,3.175375013,0.662073229,-3.739393087,0.753734825,4.952993284
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.488791251,4.176425359,5.625956975,1.343094036,-3.894386475,,,,,,,,
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.596383224,-8.204245554,-14.8125,-6.285155295,-1.774530271,-0.425079702,1.600853789,-0.735294118,1.904761905,2.777777778,-2.14700682,,
Vietnam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.423238217,6.413177689,5.50454562,5.553500245,6.422246656,6.987166724,6.690009213,6.940187782,7.464991257,7.359281,2.865411946,2.561551142,8.019798458
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.258867203,3.1398029,1.010047687,0.463390415,3.136867294,0.366522075,4.688756366,6.317305384,2.900230273,3.241187655,-4.992491429,0.648653485,1.848971065
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.540332948,3.32009326,2.71019097,2.809245978,3.073531301,3.08293693,2.808630961,3.389865405,3.288049781,2.594550083,-3.072225493,6.023812764,3.080321778
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.124719923,3.849077947,-3.732130209,0.107293276,0.659923769,3.850361817,7.983862878,1.4062824,-0.609647103,4.451858917,-3.108444011,-7.084587997,-6.022011172
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.939924047,6.319886223,1.712195174,5.340908175,3.348804311,5.916270444,5.571756507,4.825690427,3.406631008,4.756830619,-5.340275302,10.74561161,3.511706692
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.70230704,-12.7148969,2.392990209,4.823519067,-0.188690232,-27.99454625,-9.375123818,-5.071795639,0.752447588,,,,
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.039732881,3.168556279,2.396232385,2.485468008,1.413826452,1.321862237,0.664552308,1.157946952,1.522329387,0.303453235,-6.342471149,4.913096684,2.042299353
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.29822332,5.564602337,7.597593211,5.05723174,4.697992363,2.920375112,3.776679146,3.504336096,4.034493897,1.441306026,-2.785055065,4.598734034,4.744942494
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,21.45206092,14.62020726,15.74487708,3.196730887,1.484542622,2.023649996,0.900955396,4.080263903,5.009866783,-6.332446407,-7.816950647,8.468016898,3.4
